age,salaire,score_credit,montant_transaction,anciennete_compte,type_carte,region,genre,fraude
49.54889404138071,183659.04578435957,48.2285786546242,9649455.81898502,14.0,0.0,0.39504950495049507,0.0,0
44.95266535510408,329732.599158123,67.57309700360759,25000.0,9.655655655655655,0.0,0.39504950495049507,0.0,0
41.65991038281746,75000.0,77.55948667850828,2724004.395371683,9.0,1.0,0.39504950495049507,1.0,0
42.377280190465775,75000.0,54.28221964572267,4755632.036666362,9.0,0.0,0.31683168316831684,0.0,0
48.125023071955766,359999.48294154095,71.14854574228272,25000.0,8.0,0.0,0.31683168316831684,0.0,0
34.90494088848834,397644.8518169162,49.93038302853597,7176256.481473299,11.0,1.0,0.2881188118811881,1.0,0
39.231994706129136,428573.7582634933,53.6356246517432,11531961.143126665,10.0,1.0,0.31683168316831684,0.0,1
47.84919772456283,245523.6661900776,19.711718752037587,4595029.316068816,7.0,1.0,0.39504950495049507,1.0,0
36.53889986933177,380458.3828271364,23.3510043800359,25000.0,6.0,0.0,0.39504950495049507,1.0,0
45.67679583506853,215836.6303528504,92.3758701204564,1514746.0994707665,9.0,0.0,0.39504950495049507,1.0,0
44.18659026182871,230620.0550529932,41.75159860300186,5899384.622489492,12.0,1.0,0.2881188118811881,1.0,0
26.78205858117208,292086.73379988514,83.71403508069943,8850063.731864616,1.0,1.0,0.39504950495049507,1.0,0
29.07041329864866,458193.09427309775,45.8567662181192,25000.0,11.0,0.0,0.31683168316831684,0.0,0
31.55110744650331,524056.4638508301,42.19181627156733,3990365.236372667,3.0,1.0,0.2881188118811881,0.0,0
37.587789633845226,134332.22582175056,75.4206019886228,1866000.4081062705,9.0,1.0,0.31683168316831684,1.0,0
52.342454190157454,326351.0568737669,49.56780992159034,1497497.528357857,6.0,1.0,0.31683168316831684,0.0,0
38.62803519689409,209866.9236219281,74.45615844266817,7608717.555960263,16.0,1.0,0.39504950495049507,0.0,0
42.65897866579188,269787.01498845394,68.98592996750631,1322323.2096801624,14.0,1.0,0.31683168316831684,1.0,0
56.43611911523808,389863.4638895714,38.05442128307504,6391169.172671343,21.70369435271163,1.0,0.39504950495049507,0.0,0
38.84106595883125,472423.1046015553,56.72150825010693,3367176.7012263853,10.0,1.0,0.2881188118811881,0.0,0
40.15996388965135,174619.46165725414,41.46800727427926,10667847.362750756,11.0,1.0,0.39504950495049507,0.0,0
43.378598379599,320973.2037777316,36.04916115049771,8776658.617228465,7.0,0.0,0.2881188118811881,1.0,0
38.82815463417471,343822.3263178198,41.55008209135132,4941408.8315986935,9.0,1.0,0.31683168316831684,0.0,0
59.57438128049485,75000.0,41.774791390330336,1345471.7995780432,5.0,1.0,0.39504950495049507,0.0,0
43.3880629921763,297279.86347378773,60.4243158237745,8379180.349166197,19.0,1.0,0.2881188118811881,1.0,0
43.48169222631682,214597.28646282936,48.99838802287066,3930718.638424764,10.0,0.0,0.31683168316831684,0.0,0
44.676983619893925,597370.5675253391,39.47035290410154,8332033.052162276,2.0,1.0,0.31683168316831684,1.0,0
29.637931034663037,342568.204175712,17.37864749610042,9515587.99663712,4.0,1.0,0.31683168316831684,0.0,0
39.76518638307444,175755.93594774016,66.52906221717525,7020286.4382610805,10.0,1.0,0.2881188118811881,1.0,0
48.46368571071034,306894.1404073401,51.65729683737992,5088725.017080135,10.0,1.0,0.39504950495049507,0.0,0
50.19747079743589,375285.0350551008,78.68002007460922,7528322.090297081,13.0,0.0,0.31683168316831684,1.0,0
37.703123961101255,203726.7894083488,43.4335811461888,2416135.692842297,10.0,1.0,0.39504950495049507,0.0,0
36.29714971428496,375163.50139631575,60.20504444810037,10766673.680808358,2.0,1.0,0.39504950495049507,1.0,0
37.6009802040271,190741.4530137435,57.64067411432021,10136914.062312797,3.0,0.0,0.2881188118811881,1.0,0
39.24877145029562,623452.4447593947,49.56780992159034,4077267.8313087686,13.0,0.0,0.39504950495049507,0.0,0
37.58184486333979,440198.2061004936,49.56780992159034,7143649.2843905175,6.0,1.0,0.2881188118811881,0.0,0
36.51278824727654,349655.835422582,51.99976327531104,25000.0,13.0,1.0,0.39504950495049507,0.0,0
28.14082570403385,472852.2958442889,31.93413778441781,1751478.41339497,9.655655655655655,0.0,0.39504950495049507,0.0,0
41.85384753624314,177091.9754251814,25.73073279694154,8888770.129244005,2.0,0.0,0.2881188118811881,1.0,0
50.27283756143118,346357.0252536052,85.29651767583472,5170119.946517796,9.0,0.0,0.31683168316831684,0.0,0
45.034885067431134,292273.6209369108,38.49627100712967,7669570.855356484,10.0,0.0,0.2881188118811881,0.0,0
49.2579563818482,75000.0,50.87420793983968,8220099.747334917,4.0,1.0,0.39504950495049507,0.0,0
45.004676749400005,152857.99094799458,65.82280008711767,3895825.153568958,8.0,0.0,0.39504950495049507,0.0,0
55.16118889687176,446888.9616430444,12.159328550286602,3109303.7790606827,8.0,0.0,0.39504950495049507,1.0,0
29.21832615752477,340327.6179601488,52.70982744633524,8184527.471527533,9.0,1.0,0.31683168316831684,0.0,0
56.1084343571896,412933.6622240677,41.81359570826629,7115445.97681453,15.0,1.0,0.39504950495049507,1.0,0
35.086851750022525,194202.4914126228,35.26197295536402,2817638.2258306453,9.0,1.0,0.31683168316831684,0.0,0
33.30095368254027,393528.8698238788,50.071652036655664,1539552.4073340693,6.0,1.0,0.2881188118811881,1.0,0
41.26107646752755,179966.58969001443,39.36136983415816,4022783.32045214,8.0,0.0,0.31683168316831684,0.0,0
44.08480552328251,411018.8496157866,83.5525088431227,5368186.723116451,1.0,0.0,0.31683168316831684,1.0,1
24.3632559641338,281000.3958978505,65.89517044943868,3957499.100882269,5.0,1.0,0.39504950495049507,1.0,0
33.43737231094026,334039.7915700372,87.01562284871467,7372016.956072185,2.0,1.0,0.39504950495049507,0.0,0
42.74526843357933,237982.6944792307,33.61467071621256,5386548.864067743,8.0,1.0,0.39504950495049507,0.0,0
33.695619014135936,133537.48081675888,51.093897307492526,3461077.2680965643,10.0,0.0,0.39504950495049507,0.0,0
30.329129083034225,318095.2141340181,49.56780992159034,4276810.332602657,2.0,1.0,0.39504950495049507,1.0,0
38.86633022638541,135198.09398484227,21.612312884079188,4518649.870203098,11.0,1.0,0.31683168316831684,1.0,0
42.96272213863077,228731.2082333095,34.99954636868566,3466221.6263914183,10.0,0.0,0.31683168316831684,1.0,0
39.740151713263245,293243.3822983614,76.6799637175385,5282209.523574571,7.0,0.0,0.2881188118811881,1.0,0
34.69468327899054,295535.0267495397,11.008196545479343,7283522.117154915,14.0,0.0,0.39504950495049507,0.0,0
47.312617313792266,357518.2522281324,63.7178091287584,5842785.490843479,8.0,0.0,0.2881188118811881,1.0,0
35.62873904429062,264823.8697281164,59.86391376979757,4097194.121089601,1.0,1.0,0.31683168316831684,0.0,0
40.5263091891917,376427.0345894529,62.34857261854648,7203277.558429001,13.0,1.0,0.39504950495049507,1.0,0
43.66711207965655,75000.0,23.24651627824632,5679628.252792988,9.655655655655655,0.0,0.39504950495049507,1.0,0
41.7497461291319,327325.59415681526,43.36442456455755,9528571.978096563,17.0,1.0,0.2881188118811881,1.0,1
53.01144587687087,240034.42328354137,86.23111546387827,4885596.293526079,5.0,1.0,0.31683168316831684,1.0,0
24.0,159065.22491190626,55.83465450756618,7986580.075022342,12.0,1.0,0.39504950495049507,1.0,1
28.79943012478609,448894.2154469144,64.97872227611853,9068320.142630976,6.0,1.0,0.2881188118811881,0.0,0
42.50292521192729,273579.8703433832,82.9070990454149,5214262.49774328,4.0,0.0,0.31683168316831684,0.0,0
36.81243780008506,207407.14396816693,75.49306248076682,4717181.848307102,17.0,1.0,0.31683168316831684,0.0,0
33.72668913312134,350094.7724514286,49.64275690224533,4636773.702828338,16.0,1.0,0.39504950495049507,0.0,0
56.41658649137548,560106.2931633929,49.19590530927242,4438503.356408417,6.0,0.0,0.39504950495049507,1.0,0
36.9265466743442,319189.0803561869,41.57739530397832,9481784.430926591,2.0,1.0,0.39504950495049507,1.0,0
27.84085760304812,460199.66670884576,57.12825167068752,3828816.598648572,13.0,1.0,0.39504950495049507,0.0,0
46.61137859353413,75204.6754276182,65.10369947607887,7540313.327024734,21.0,0.0,0.2881188118811881,1.0,0
28.454393649713648,107290.8350373799,50.52370298371597,7809140.403849866,15.0,1.0,0.31683168316831684,1.0,0
45.43435055985879,282721.75068352814,37.197069898126,5361825.642840736,12.0,0.0,0.39504950495049507,0.0,0
47.68745742886609,524532.0410776285,56.70321133070236,8277613.50082491,8.0,1.0,0.2881188118811881,0.0,0
46.0718535636809,366688.7992609693,29.63492197164543,4871431.257018986,11.0,1.0,0.2881188118811881,1.0,0
40.67892366688884,179023.55564616263,38.77898295955464,7303812.990549611,6.0,0.0,0.31683168316831684,0.0,0
43.07973132838107,342586.6588104572,74.2285500726486,6286433.541299017,21.70369435271163,1.0,0.31683168316831684,1.0,0
54.78487283284442,634856.5831171718,18.473820064575087,1531617.8985469034,13.0,1.0,0.31683168316831684,1.0,0
51.0251414439809,313379.7294918857,56.28534843602367,6107156.145769904,10.0,1.0,0.39504950495049507,0.0,0
47.955316225660674,105592.69607641076,68.21814070067498,5511454.042090742,21.70369435271163,0.0,0.31683168316831684,0.0,0
36.980612790957366,278462.76169317984,48.54061136237444,8706295.327270402,13.0,1.0,0.31683168316831684,0.0,0
41.17661461956779,76607.36033396731,38.90813519134896,10232309.553397937,12.0,1.0,0.2881188118811881,0.0,0
42.81329883979247,146141.4907538089,49.56780992159034,2926836.867818312,10.0,1.0,0.2881188118811881,1.0,0
38.97281387265913,259459.44484880863,56.73202855124334,7523123.830884859,11.0,1.0,0.2881188118811881,0.0,0
35.87215208520736,375381.93696812727,47.8403262797478,5088725.017080135,14.0,0.0,0.2881188118811881,0.0,0
26.74285131894156,508625.0322264965,49.56780992159034,4164030.998362072,12.0,0.0,0.2881188118811881,1.0,0
40.65033140033985,209887.81040421483,36.30007699747215,1070070.3368750014,11.0,0.0,0.2881188118811881,1.0,0
47.57261602858709,231266.54561152484,36.2261113310953,3850715.236520618,6.0,1.0,0.31683168316831684,0.0,0
42.45078027145618,527142.1103580726,48.42823214171286,25000.0,2.0,1.0,0.2881188118811881,0.0,0
42.0175588338743,363040.2793584842,63.55274203849776,25000.0,5.0,1.0,0.39504950495049507,0.0,0
38.796254868040144,317339.5108019862,78.38128826715042,5121568.82695103,8.0,0.0,0.2881188118811881,1.0,0
45.83389559448602,75000.0,26.360089562043505,7444053.311882207,19.0,1.0,0.31683168316831684,1.0,0
51.8838189541804,226268.33792896432,73.23006096963951,5643389.802402654,14.0,0.0,0.39504950495049507,1.0,0
41.504586855934186,416669.6446316572,44.64202531683003,3606794.6557702674,4.0,1.0,0.2881188118811881,0.0,0
